problem_id,model,prompt_type,difficulty,generator,is_correct,binary_accuracy,progress_score,valid_steps_ratio,composite_score,initial_length,final_length,valid_steps,total_steps,solution_length,optimal_length
045,LLaMA 4 Scout,Role-Classify,medium,backward_3,True,1.0,1.0,1.0,1.0,9,0,3,3,3,3
046,LLaMA 4 Scout,Role-Classify,medium,backward_3,False,0.0,0.4444444444444444,0.5,0.18611111111111112,9,5,1,2,2,3
048,LLaMA 4 Scout,Role-Classify,medium,backward_3,True,1.0,1.0,1.0,1.0,8,0,3,3,3,3
051,LLaMA 4 Scout,Role-Classify,medium,backward_3,True,1.0,1.0,1.0,1.0,9,0,3,3,3,3
057,LLaMA 4 Scout,Role-Classify,easy,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,3
059,LLaMA 4 Scout,Role-Classify,easy,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,5
060,LLaMA 4 Scout,Role-Classify,easy,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,5
061,LLaMA 4 Scout,Role-Classify,easy,sort_4,True,1.0,1.0,1.0,1.0,8,0,1,1,1,1
063,LLaMA 4 Scout,Role-Classify,medium,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,6
073,LLaMA 4 Scout,Role-Classify,easy,concat_2,True,1.0,1.0,1.0,1.0,11,0,2,2,2,2
074,LLaMA 4 Scout,Role-Classify,easy,concat_2,True,1.0,1.0,1.0,1.0,8,0,2,2,2,2
077,LLaMA 4 Scout,Role-Classify,easy,concat_2,True,1.0,1.0,1.0,1.0,7,0,2,2,2,2
082,LLaMA 4 Scout,Role-Classify,medium,sort_3,False,0.0,0.0,0.0,0.0,6,6,0,1,1,7
085,LLaMA 4 Scout,Role-Classify,easy,sort_3,True,1.0,1.0,1.0,1.0,6,0,2,2,2,2
088,LLaMA 4 Scout,Role-Classify,medium,sort_3,False,0.0,0.0,0.75,0.11249999999999999,6,6,3,4,4,7
090,LLaMA 4 Scout,Role-Classify,medium,sort_3,False,0.0,0.0,0.75,0.11249999999999999,6,6,3,4,4,6
094,LLaMA 4 Scout,Role-Classify,hard,backward_7,True,1.0,1.0,0.875,0.96875,23,0,7,8,8,7
095,LLaMA 4 Scout,Role-Classify,hard,backward_7,False,0.0,0.8421052631578947,1.0,0.3605263157894737,19,3,6,6,6,7
000,LLaMA 3.1 8B,Self-Verify,medium,backward_5,False,0.0,0.6875,1.0,0.321875,16,5,3,3,3,5
001,LLaMA 3.1 8B,Self-Verify,medium,backward_5,True,1.0,1.0,0.7142857142857143,0.9285714285714285,18,0,5,7,7,5
002,LLaMA 3.1 8B,Self-Verify,medium,backward_5,False,0.0,0.6363636363636364,1.0,0.3090909090909091,11,4,3,3,3,5
005,LLaMA 3.1 8B,Self-Verify,medium,backward_5,True,1.0,1.0,0.7142857142857143,0.9285714285714285,16,0,5,7,7,5
010,LLaMA 3.1 8B,Self-Verify,hard,backward_7,False,0.0,0.8125,0.6666666666666666,0.303125,16,3,6,9,9,7
020,LLaMA 3.1 8B,Self-Verify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,23,0,7,9,9,7
022,LLaMA 3.1 8B,Self-Verify,hard,backward_7,False,0.0,0.8095238095238095,0.8571428571428571,0.33095238095238094,21,4,6,7,7,7
023,LLaMA 3.1 8B,Self-Verify,hard,backward_7,False,0.0,0.5789473684210527,0.5714285714285714,0.23045112781954885,19,8,4,7,7,7
024,LLaMA 3.1 8B,Self-Verify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,21,0,7,9,9,7
027,LLaMA 3.1 8B,Self-Verify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,23,0,7,9,9,7
032,LLaMA 3.1 8B,Self-Verify,hard,backward_7,False,0.0,0.9,0.75,0.3375,20,2,6,8,8,7
036,LLaMA 3.1 8B,Self-Verify,hard,backward_7,False,0.0,0.7,0.8333333333333334,0.3,20,6,5,6,6,7
038,LLaMA 3.1 8B,Self-Verify,hard,backward_7,False,0.0,0.8947368421052632,0.8571428571428571,0.3522556390977444,19,2,6,7,7,7
041,LLaMA 3.1 8B,Self-Verify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,21,0,7,9,9,7
045,LLaMA 3.1 8B,Self-Verify,medium,backward_3,True,1.0,1.0,0.6,0.8999999999999999,9,0,3,5,5,3
046,LLaMA 3.1 8B,Self-Verify,medium,backward_3,True,1.0,1.0,0.75,0.9375,9,0,3,4,4,3
048,LLaMA 3.1 8B,Self-Verify,medium,backward_3,False,0.0,0.625,0.5,0.23125,8,3,2,4,4,3
051,LLaMA 3.1 8B,Self-Verify,medium,backward_3,True,1.0,1.0,0.6,0.8999999999999999,9,0,3,5,5,3
057,LLaMA 3.1 8B,Self-Verify,easy,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,3
059,LLaMA 3.1 8B,Self-Verify,easy,sort_4,False,0.0,0.0,0.0,0.0,8,8,0,2,2,5
060,LLaMA 3.1 8B,Self-Verify,easy,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,5
061,LLaMA 3.1 8B,Self-Verify,easy,sort_4,True,1.0,1.0,1.0,1.0,8,0,1,1,1,1
063,LLaMA 3.1 8B,Self-Verify,medium,sort_4,False,0.0,0.0,0.5,0.075,8,8,1,2,2,6
073,LLaMA 3.1 8B,Self-Verify,easy,concat_2,False,0.0,0.4545454545454546,1.0,0.26363636363636367,11,6,1,1,1,2
074,LLaMA 3.1 8B,Self-Verify,easy,concat_2,True,1.0,1.0,1.0,1.0,8,0,2,2,2,2
077,LLaMA 3.1 8B,Self-Verify,easy,concat_2,True,1.0,1.0,0.6666666666666666,0.9166666666666666,7,0,2,3,3,2
082,LLaMA 3.1 8B,Self-Verify,medium,sort_3,False,0.0,0.0,0.5,0.075,6,6,1,2,2,7
085,LLaMA 3.1 8B,Self-Verify,easy,sort_3,False,0.0,0.0,0.5,0.075,6,6,1,2,2,2
088,LLaMA 3.1 8B,Self-Verify,medium,sort_3,False,0.0,0.0,0.0,0.0,6,6,0,1,1,7
090,LLaMA 3.1 8B,Self-Verify,medium,sort_3,False,0.0,0.0,0.5,0.075,6,6,1,2,2,6
094,LLaMA 3.1 8B,Self-Verify,hard,backward_7,False,0.0,0.6956521739130435,1.0,0.3239130434782609,23,7,5,5,5,7
095,LLaMA 3.1 8B,Self-Verify,hard,backward_7,True,1.0,1.0,0.7777777777777778,0.9444444444444444,19,0,7,9,9,7
