model,prompt_type,problem_id,is_correct,error_type,response_time,difficulty,generator,model_display,prompt_display
llama-3.1-8b,role_classify,063,False,invalid_solution,61.991424798965454,medium,sort_4,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,073,True,,0.44673919677734375,easy,concat_2,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,074,True,,2.9684998989105225,easy,concat_2,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,077,True,,3.078688859939575,easy,concat_2,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,082,False,invalid_solution,4.289653062820435,medium,sort_3,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,085,False,invalid_solution,1.7303519248962402,easy,sort_3,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,088,False,invalid_solution,2.9139771461486816,medium,sort_3,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,090,False,invalid_solution,3.0078558921813965,medium,sort_3,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,094,False,invalid_solution,3.7607297897338867,hard,backward_7,LLaMA 3.1 8B,Role-Classify
llama-3.1-8b,role_classify,095,False,invalid_solution,2.861597776412964,hard,backward_7,LLaMA 3.1 8B,Role-Classify
